,dsc_pz,dsc_tz
0,0.8605350768120011,0.5553165622369775
1,0.8509095946070736,0.6742
2,0.9286016704514838,0.7568786648624267
3,0.9081123706259241,0.7285671907445862
4,0.923052525857664,0.7003147841860962
5,0.8556260404013137,0.5847232550727717
6,0.937143893090231,0.7813147613385425
7,0.9046356210883633,0.8190032337835267
8,0.8463549230322394,0.7627034482758621
9,0.8031658993326781,0.6097143372082545
10,0.8826615167577488,0.6722632919851314
11,0.8945857600345131,0.692936866320184
12,0.8445863941232833,0.8061116377627837
13,0.8941331448399948,0.6449326718639263
14,0.9188343621495546,0.5799223516361619
15,0.8621950182776502,0.6840303115352231
16,0.9134774403175283,0.7720072187687989
17,0.8880560732517624,0.7077136565205587
18,0.9206357744130382,0.6222310651280011
19,0.8895828423285411,0.6618756737333813
20,0.890405733673285,0.6938151645832196
21,0.9346392164701179,0.6376011047543895
22,0.919579641674628,0.7217420055736621
23,0.9163154233334697,0.5141324530637508
24,0.9161138634646065,0.7873580853022399
25,0.858584650706718,0.7473822454122742
26,0.8588857259048394,0.7973653622626888
27,0.9012228946041352,0.678649867067391
28,0.9096052994755728,0.7565758995212848
29,0.7971408691251819,0.8291589002795899
30,0.8953185328185328,0.744540760740846
31,0.9305212344118154,0.7839923210396131
32,0.9204897241806307,0.8110712095997197
33,0.9071262704645436,0.7394983152377387
34,0.9176250467756019,0.7232347985909021
35,0.8168301810458177,0.7414367093289931
36,0.9182203307108135,0.6448157326724758
37,0.8585799679253535,0.7890215797192541
38,0.8905773221042353,0.7229840026118185
39,0.8827465490882502,0.36728757621524866
40,0.8423838641964041,0.7651073239544016
41,0.9082316899285441,0.5124404446797247
42,0.9114232706069441,0.7395742922091341
43,0.8878842947899614,0.650715826632673
44,0.7647119983364525,0.7909230856947375
45,0.8938583315049535,0.7272982850716896
46,0.9020599927719551,0.6105748858232497
47,0.9264405678760322,0.5994155930402444
48,0.8898261086021123,0.5288306260093094
49,0.8579005959007269,0.6332357723577235
50,0.8838864180636332,0.693911944385928
51,0.9204245530489528,0.7366645128867829
52,0.889060092449923,0.6551629690495755
53,0.8932786131498731,0.5848296443670729
54,0.8176413778302393,0.546801222109064
55,0.9198334272481137,0.6491475451865145
56,0.9287196524405826,0.6732236242383534
57,0.9422568490963663,0.8080110497237569
58,0.877323984660752,0.4026926858785266
59,0.9405966757392384,0.7433848509498062
60,0.8908443968320772,0.7889412773253321
61,0.8672900757299126,0.5309111196345758
62,0.8240230460921844,0.699587912087912
63,0.8759666686649481,0.7227327900121381
64,0.8798614509995859,0.5078301886792452
65,0.8621134020618557,0.7502802148958374
66,0.8994785577761696,0.5546342571558383
67,0.9148967193195626,0.7698343504795118
68,0.8757112573914984,0.5360454681423871
